"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"Software Engineer","Blockchain",12,5,2,4,1700,"TypeScript","Front-end","2024-12",3,1,"WordPress,jQuery"
"Business Analyst","Medtech / Healthcare",12,1,9,5,4500,"",NA,"2024-12",5,3,NA
"Software Engineer","Ecommerce",24,3,10,3,4000,"PHP","Back-end","2024-12",4,1,"Other"
"Software Engineer","Job markets",12,3,4,4,2100,"JavaScript","Back-end","2024-12",3,1,"Node.js,Express"
"Software Engineer","Gamedev",1,1,2,3,1200,"C++","","2024-12",3,1,""
"QA/QC/SDET","Ecommerce",12,3,3,4,1300,"JavaScript","General QA","2024-12",6,2,"JSON,WebdriverIO"
"QA/QC/SDET","Retail",23,1,3,4,1800,"","Manual QA","2024-12",3,2,""
"DevOps","Gambling,Media",9,3,4,2,2500,"Groovy",NA,"2024-12",3,5,NA
"Software Engineer","Fintech / Banking / Capital Management",24,3,1,3,615,"C#/.NET","Full Stack","2024-12",2,1,"ASP.NET,Angular / Angular.js,.NET"
"Software Engineer","Fintech / Banking / Capital Management",1,3,1,4,900,"PHP","Back-end","2024-12",2,1,"Symfony"
"Software Engineer","Корпоративні системи,Business Intelligence / Data Warehouse",3,1,3,3,2000,"C#/.NET","Full Stack","2024-12",3,1,".NET,Angular / Angular.js,ASP.NET,Hibernate,jQuery"
"QA/QC/SDET","Business Intelligence / Data Warehouse",1,3,8,4,4500,"TypeScript","SDET","2024-12",4,2,"Playwright,Selenium,Grafana K6"
"Project Manager","Medtech / Healthcare",3,1,10,4,5500,"",NA,"2024-12",4,11,NA
"Software Engineer","Gambling",12,3,3,5,3000,"Java","Back-end","2024-12",3,1,"Spring"
"Business Analyst","Корпоративні системи",12,3,5,3,1500,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","",16,3,5,4,4000,"Java","Automation QA","2024-12",4,2,"Selenide/NSelen/Selen,Rest Assured,JUnit"
"Software Engineer","Medtech / Healthcare",5,1,3,3,2200,"Java","Back-end","2024-12",3,1,"Spring"
"Engineering Manager","Medtech / Healthcare,Insurance",3,3,4,5,9166,"Python",NA,"2024-12",4,13,NA
"Software Engineer","Ecommerce",7,1,4,3,950,"Ruby","Back-end","2024-12",3,1,"Ruby on Rails"
"Software Engineer","Business Intelligence / Data Warehouse",29,2,10,4,5800,"JavaScript","Full Stack","2024-12",4,1,"Node.js"
"Head of Support","Retail",3,3,7,2,1100,"",NA,"2024-12",7,22,NA
"Software Engineer","Hiring",1,1,3,4,1300,"TypeScript","Back-end","2024-12",3,1,"Express,Node.js,React"
"Marketing Project/Operations Manager","Security",11,3,3,4,2700,"",NA,"2024-12",0,19,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,3,2,2000,"Java","Back-end","2024-12",3,1,"Spring,Hibernate"
"Software Engineer","Public services / Government,internal tools for companies",21,3,5,4,2000,"PHP","Full Stack","2024-12",3,1,"Laravel,Node.js,Vue.js"
"Business Analyst","Retail,Корпоративні системи,Ecommerce",1,3,5,3,1200,"",NA,"2024-12",0,3,NA
"Software Engineer","Telecom",24,3,4,4,4600,"TypeScript","Front-end","2024-12",5,1,"Angular / Angular.js,Capacitor,Laravel,Node.js"
"Software Engineer","Adtech / Advertising",12,3,3,3,4000,"JavaScript","Back-end","2024-12",4,1,"Node.js"
"Computer Vision Engineer","Ecommerce",12,4,5,4,5500,"Python",NA,"2024-12",4,4,"NumPy,OpenCV,Pandas,PyTorch,SciPy"
"Data Scientist","Багато різних",2,1,8,5,11000,"Python",NA,"2024-12",6,4,"NumPy,Pandas,SQLAlchemy,Requests,Matplotlib"
"Software Engineer","Ecommerce",12,1,3,4,2800,"C#/.NET","Full Stack","2024-12",3,1,".NET,ASP.NET,Angular / Angular.js"
"QA/QC/SDET","Ecommerce,Fintech / Banking / Capital Management",27,3,8,4,1250,"","General QA","2024-12",3,2,""
"Software Engineer","Gambling",32,3,10,4,8000,"Java","Back-end","2024-12",4,1,"Spring"
"Security Engineer","Security",1,1,3,2,800,"",NA,"2024-12",2,7,NA
"DevOps","Fintech / Banking / Capital Management",15,1,5,5,7000,"Python",NA,"2024-12",4,5,NA
"Software Engineer","Cloud Computing",1,2,8,4,5358,"C++","Front-end","2024-12",4,1,"WebAssembly,React"
"Software Engineer","Fintech / Banking / Capital Management",17,3,3,3,1520,"PHP","Back-end","2024-12",3,1,"Symfony"
"QA/QC/SDET","Gamedev",1,1,5,4,1650,"","Manual QA","2024-12",3,2,""
"Recruiter","Recruitment Agency",1,1,1,4,435,"",NA,"2024-12",2,18,NA
"Software Engineer","Internet of Things",12,1,5,4,3750,"Python","Back-end","2024-12",3,1,"Aiohttp,Flask,FastAPI"
"Software Engineer","Social networking",21,2,0,3,3000,"C#/.NET","Back-end","2024-12",3,1,".NET,ASP.NET,SpecFlow,FakeItEasy"
"DevOps","Blockchain",1,3,7,4,9500,"",NA,"2024-12",5,5,NA
"QA/QC/SDET","Gambling",1,3,3,3,3500,"Java","Automation QA","2024-12",4,2,"Playwright,JUnit,Gradle,Rest Assured"
"Copywriter","Gambling",1,3,1,3,700,"",NA,"2024-12",2,20,NA
"Software Engineer","Telecom",1,3,0,4,4500,"C#/.NET","Back-end","2024-12",5,1,"ASP.NET,Laravel"
"Software Engineer","Ecommerce",1,1,9,4,4000,"C#/.NET","Full Stack","2024-12",6,1,".NET"
"Social Media Manager","Media",1,3,10,4,1500,"",NA,"2024-12",5,20,NA
"Data/Big Data Engineer","Big Data",12,3,2,4,600,"Scala",NA,"2024-12",2,4,"airflow,Spark"
"Software Engineer","Medtech / Healthcare,Big Data,High Load Systems",5,3,1,3,4000,"TypeScript","Back-end","2024-12",5,1,"Express,Node.js,Vue.js"
"Project Manager","Retail",3,1,6,5,3700,"",NA,"2024-12",4,11,NA
"QA/QC/SDET","Hardware",1,2,3,4,2100,"Python","Automation QA","2024-12",3,2,"PyTest,NumPy,pandas"
"DevOps","Ecommerce",1,3,3,4,3800,"",NA,"2024-12",3,5,NA
"Software Engineer","Medtech / Healthcare",3,2,5,5,4000,"Dart","Mobile","2024-12",4,1,"Flutter"
"Social Media Manager","Gamedev",1,3,2,5,1200,"",NA,"2024-12",3,20,NA
"Software Engineer","Media,Mobile,High Load Systems",26,1,7,4,4181,"TypeScript","Back-end","2024-12",4,1,"Nest.js"
"Software Engineer","Fintech / Banking / Capital Management",7,4,1,4,660,"C#/.NET","Back-end","2024-12",2,1,"ASP.NET,.NET"
"QA/QC/SDET","Mobile",1,3,0,4,850,"","Manual QA","2024-12",2,2,""
"Software Engineer","Adtech / Advertising",12,3,5,4,3900,"JavaScript","Full Stack","2024-12",3,1,"Angular / Angular.js,Nest.js,Express"
"Software Engineer","Ecommerce",1,3,8,3,6500,"TypeScript","Front-end","2024-12",4,1,"React"
"Product Designer","Ecommerce",1,3,3,3,2200,"",NA,"2024-12",4,14,NA
"Software Engineer","",1,4,1,3,1990,"TypeScript","Full Stack","2024-12",2,1,"Nest.js"
"CEO/founder/cofounder","Adtech / Advertising",1,3,0,5,5000,"",NA,"2024-12",12,9,NA
"Software Engineer","",12,2,2,5,1550,"TypeScript","Back-end","2024-12",2,1,"Angular / Angular.js,Node.js,Next.js,Nest.js"
"Software Engineer","",1,3,10,2,5000,"TypeScript","Back-end","2024-12",6,1,"Node.js,Nest.js,Express"
"Security/SOC Analyst","Security",21,3,3,4,2300,"Python",NA,"2024-12",3,3,NA
"Data Analyst","Medtech / Healthcare",1,3,5,2,1300,"DB langs",NA,"2024-12",3,3,NA
"Computer Vision Engineer","Machine Learning,Security,Embedded",1,3,3,3,3400,"Python",NA,"2024-12",3,4,"PyTorch,OpenCV,Pandas,NumPy,Matplotlib"
"Data/Big Data Engineer","",1,2,5,4,5500,"",NA,"2024-12",3,4,""
"QA/QC/SDET","Gambling",1,2,10,3,5700,"Java","Automation QA","2024-12",4,2,"Playwright,JUnit,Gradle,Postman"
"Software Engineer","Ecommerce",26,1,3,4,4500,"C#/.NET","Back-end","2024-12",3,1,".NET,ASP.NET,Angular / Angular.js"
"Software Engineer","Logistics,Manufacturing",1,1,6,4,4300,"Java","Back-end","2024-12",3,1,"Spring"
"Data/Big Data Engineer","Retail,Logistics,Business Intelligence / Data Warehouse",12,1,1,3,800,"DB langs",NA,"2024-12",2,4,"dbt"
"Software Engineer","Edtech / Education",3,3,6,5,1800,"Golang","Full Stack","2024-12",3,1,""
"Product Manager","Fintech / Banking / Capital Management",24,3,1,4,2100,"DB langs",NA,"2024-12",0,12,NA
"QA/QC/SDET","Logistics",12,3,4,4,3200,"TypeScript","Automation QA","2024-12",4,2,"Playwright"
"Software Engineer","web marketing",1,3,10,3,6900,"Golang","Back-end","2024-12",6,1,""
"Software Engineer","Fintech / Banking / Capital Management",24,3,10,4,8800,"C#/.NET","Back-end","2024-12",6,1,".NET"
"Network Engineer","Security,Fintech / Banking / Capital Management",1,1,1,4,700,"",NA,"2024-12",2,6,NA
"Software Engineer","Database management systems",1,4,2,4,9000,"Golang","Embedded","2024-12",4,1,""
"Software Engineer","Gambling",1,1,3,4,2300,"TypeScript","Front-end","2024-12",3,1,"React"
"Data Analyst","Fintech / Banking / Capital Management",1,3,3,1,700,"DB langs",NA,"2024-12",2,3,NA
"QA/QC/SDET","Logistics",24,3,3,3,1850,"Java","General QA","2024-12",3,2,"Appium,JUnit,Maven,Selenium,TestNG"
"Software Engineer","Medtech / Healthcare",15,1,10,4,5704,"C#/.NET","Back-end","2024-12",6,1,"ASP.NET"
"Software Engineer","Gamedev",7,1,9,4,5800,"C#/.NET","Back-end","2024-12",5,1,".NET"
"Software Engineer","Ecommerce",1,3,7,4,7000,"Java","Back-end","2024-12",5,1,"Spring"
"QA/QC/SDET","Medtech / Healthcare",16,3,4,4,1850,"TypeScript","Automation QA","2024-12",3,2,"WebdriverIO"
"Software Engineer","Fintech / Banking / Capital Management",1,3,10,4,6500,"Java","Full Stack","2024-12",4,1,"Node.js,React,Spring"
"Software Engineer","Big Data,Medtech / Healthcare,High Load Systems",32,1,10,2,4600,"Python","Back-end","2024-12",6,1,"FastAPI,Aiohttp"
"Software Engineer","Internet of Things",1,3,10,4,7800,"Scala","Back-end","2024-12",5,1,"Akka,Spring"
"QA/QC/SDET","ConTech",12,1,3,4,2400,"Java","General QA","2024-12",3,2,"Postman,Playwright,JUnit,Maven"
"Software Engineer","Корпоративні системи",1,3,3,4,1300,"C#/.NET","Full Stack","2024-12",3,1,".NET"
"Software Engineer","Telecom",7,1,10,4,6244,"Java","Back-end","2024-12",5,1,"Spring,Hibernate"
"People Partner/Happiness Manager","Edtech / Education",1,3,7,3,1700,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","",16,1,8,3,2200,"Python","Manual QA","2024-12",3,2,"Postman"
"Software Engineer","",1,3,6,4,4900,"TypeScript","Front-end","2024-12",4,1,""
"Product Manager","Agriculture",1,3,8,5,5700,"Python",NA,"2024-12",4,12,NA
"Software Engineer","Ecommerce",1,1,5,4,5300,"TypeScript","Front-end","2024-12",5,1,"React,Next.js"
"Software Engineer","Hardware",3,2,7,4,4200,"C++","Desktop","2024-12",4,1,""
"Site Reliability Engineer","Medtech / Healthcare",3,1,3,4,4750,"JavaScript",NA,"2024-12",4,5,NA
"Software Engineer","Корпоративні системи",1,1,10,3,4000,"ABAP","Full Stack","2024-12",4,1,"Node.js,Ui5"
"Sales Manager","Gamedev",3,1,1,4,500,"",NA,"2024-12",2,21,NA
"Software Engineer","Gambling",5,3,9,4,5300,"TypeScript","Front-end","2024-12",4,1,"Vue.js,Nuxt.js"
"Product Manager","Edtech / Education",1,3,3,5,3900,"",NA,"2024-12",3,12,NA
"Software Engineer","Retail,Ecommerce,Mobile",1,1,0,4,600,"TypeScript","Front-end","2024-12",2,1,"Next.js"
"Software Engineer","",1,3,4,3,2470,"TypeScript","Front-end","2024-12",3,1,"Vue.js"
"Software Engineer","",1,3,6,3,3500,"Python","Back-end","2024-12",3,1,"FastAPI,Yii"
"Software Engineer","Fintech / Banking / Capital Management",24,3,1,4,500,"JavaScript","Full Stack","2024-12",2,1,"Laravel,Angular / Angular.js"
"Software Engineer","Healthcare and fitness",1,3,5,3,4200,"PHP","Back-end","2024-12",4,1,"Symfony"
"Software Engineer","Internet of Things",1,3,2,5,3000,"Java","Back-end","2024-12",3,1,"Spring"
"QA/QC/SDET","Insurance",15,3,6,4,3250,"","Manual QA","2024-12",5,2,""
"Data/Big Data Engineer","Корпоративні системи",1,2,2,5,3500,"DB langs",NA,"2024-12",3,4,"dbt,Spark,Requests,FlyWay"
"Software Engineer","Environment tools",12,1,6,4,2850,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"Software Engineer","Real estate",32,1,1,5,600,"TypeScript","Front-end","2024-12",2,1,"jQuery,React"
"Software Engineer","Medtech / Healthcare",1,3,5,4,5150,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Software Engineer","Edtech / Education",1,3,6,5,5400,"JavaScript","Front-end","2024-12",4,1,""
"Software Engineer","Корпоративні системи",16,3,6,4,3800,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js,ionic"
"Software Engineer","Ecommerce",1,2,1,3,600,"TypeScript","Front-end","2024-12",2,1,"Next.js,React"
"QA/QC/SDET","Adtech / Advertising",12,2,3,4,1580,"","Manual QA","2024-12",3,2,""
"Software Engineer","Edtech / Education",32,3,8,4,7600,"Python","Back-end","2024-12",4,1,"Flask"
"QA/QC/SDET","a lot of projects",12,4,2,3,1500,"","Manual QA","2024-12",3,2,""
"CTO (Chief Technology Officer)","Marketing / SEO",15,3,10,4,6000,"Java",NA,"2024-12",12,10,NA
"Software Engineer","Energetics",12,3,2,4,1300,"C","PLC","2024-12",3,1,""
"QA/QC/SDET","Fintech / Banking / Capital Management",6,3,2,3,700,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Mobile",1,3,3,2,2000,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Marketing",20,3,6,4,3200,"","Manual QA","2024-12",4,2,""
"Software Engineer","Blockchain",23,1,3,3,2000,"TypeScript","Front-end","2024-12",3,1,"React,Next.js"
"QA/QC/SDET","Mobile",1,3,2,3,1000,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Gamedev",1,3,3,2,1500,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Public services / Government",7,1,8,4,1830,"Python","Manual QA","2024-12",5,2,"JSON,Postman,PyTest,Selenium"
"QA/QC/SDET","Media",15,3,0,2,606,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,2,3,1900,"TypeScript","General QA","2024-12",2,2,"Playwright"
"QA/QC/SDET","Security",12,2,10,4,2820,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Ecommerce",1,1,6,3,3100,"Python","Manual QA","2024-12",6,2,"Appium"
"QA/QC/SDET","Fintech / Banking / Capital Management,Blockchain",24,3,2,3,1400,"JavaScript","Manual QA","2024-12",3,2,"Jest,Postman"
"QA/QC/SDET","Real estate",12,1,4,4,1950,"Python","Manual QA","2024-12",3,2,"JSON,Postman,PyTest"
"QA/QC/SDET","Manufacturing",2,3,3,4,1390,"","General QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce,Mobile",23,1,2,3,950,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Mobile",15,3,2,5,2185,"Swift","Automation QA","2024-12",4,2,"XCTest"
"QA/QC/SDET","Edtech / Education",12,3,1,3,1000,"Java","Automation QA","2024-12",2,2,"Maven,Selenide/NSelen/Selen,TestNG"
"QA/QC/SDET","Dating",1,3,3,3,6800,"","Head of Frontend & QA","2024-12",7,2,""
"Software Engineer","Корпоративні системи",1,7,1,3,950,"C#/.NET","Back-end","2024-12",2,1,".NET"
"QA/QC/SDET","Medtech / Healthcare",15,1,3,3,960,"","General QA","2024-12",3,2,""
"Software Engineer","Edtech / Education",1,3,7,2,1200,"TypeScript","Front-end","2024-12",2,1,"Vue.js"
"Software Engineer","Manufacturing",1,3,4,4,3200,"C#/.NET","Full Stack","2024-12",3,1,".NET,React,jQuery"
"DevOps","Medtech / Healthcare",12,1,4,3,4500,"Python",NA,"2024-12",4,5,NA
"QA/QC/SDET","Ecommerce",1,3,2,3,850,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Ecommerce,Internet of Things",12,1,7,4,1900,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Public services / Government,Real estate",2,3,2,5,3500,"TypeScript","SDET","2024-12",3,2,"Playwright,Jest"
"QA/QC/SDET","Cloud Computing",1,3,3,2,3000,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Security",1,1,3,5,1700,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","",12,3,1,4,602,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Machine Learning",3,2,5,4,4000,"TypeScript","Automation QA","2024-12",4,2,"Playwright,Cypress,JSON"
"QA/QC/SDET","Insurance",5,1,8,4,6200,"JavaScript","Automation QA","2024-12",4,2,"Playwright"
"Software Engineer","Machine Learning",2,3,10,3,9509,"C#/.NET","Back-end","2024-12",6,1,".NET"
"QA/QC/SDET","Ecommerce",1,1,7,4,4300,"Java","Automation QA","2024-12",4,2,"JUnit,JSON,Gradle,Selenide/NSelen/Selen,Selenium"
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,5,2,1350,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce,Manufacturing",1,1,3,3,894,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Gambling",1,3,4,4,2300,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Gambling",11,3,3,3,1400,"","Manual QA","2024-12",3,2,""
"Software Engineer","Automotive",1,1,2,4,6200,"","System Architect","2024-12",8,1,""
"Software Engineer","Legal,AI",21,4,2,4,1500,"JavaScript","Front-end","2024-12",3,1,"React"
"QA/QC/SDET","Blockchain",1,1,10,4,3700,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Mobile",1,3,5,4,4300,"","Manual QA","2024-12",4,2,""
"Software Engineer","Корпоративні системи",1,3,2,4,1500,"TypeScript","Front-end","2024-12",2,1,"Next.js,React"
"QA/QC/SDET","Fintech / Banking / Capital Management",14,1,3,3,1600,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",1,3,3,3,2600,"JavaScript","Automation QA","2024-12",3,2,"Cypress,Mocha"
"Software Engineer","Security",1,3,5,2,3000,"C#/.NET","Desktop","2024-12",3,1,""
"QA/QC/SDET","Gamedev,Mobile",12,3,2,3,957,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Embedded",12,1,2,4,1300,"Python","Manual QA","2024-12",3,2,"Self made"
"QA/QC/SDET","Gambling",1,1,1,4,1100,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Gamedev",11,1,4,4,1500,"","Manual QA","2024-12",3,2,""
"Software Engineer","Media",1,3,10,5,19000,"Clojure","Front-end","2024-12",11,1,"React"
"QA/QC/SDET","Business Intelligence / Data Warehouse",1,3,0,4,1000,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,1,1,4,800,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,3,4,3000,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Ecommerce,Mobile",1,3,5,4,3300,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Public services / Government",1,3,7,5,5000,"JavaScript","General QA","2024-12",4,2,"Postman,Playwright"
"QA/QC/SDET","Gambling",12,3,5,3,3600,"JavaScript","Manual QA","2024-12",4,2,"Playwright,Postman,JSON,Grafana K6"
"QA/QC/SDET","Fintech / Banking / Capital Management,Travel",24,3,1,3,1200,"Python","Automation QA","2024-12",3,2,"PyTest,Gradle,Playwright,TestNG,Postman"
"QA/QC/SDET","Retail",1,3,5,3,1700,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Medtech / Healthcare",1,4,4,4,2500,"Python","Automation QA","2024-12",3,2,"PyTest,Bleak,pylink"
"QA/QC/SDET","Real estate",1,1,1,4,800,"DB langs","Manual QA","2024-12",2,2,"Cypress,Postman"
"QA/QC/SDET","Machine Learning,Media",1,3,6,4,4000,"Python","General QA","2024-12",4,2,"PyTest"
"QA/QC/SDET","Mobile",1,1,5,3,2400,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","reporting team",1,3,3,3,1400,"C#/.NET","Manual QA","2024-12",2,2,".NET,Selenium,Postman,JSON,Rest Assured"
"QA/QC/SDET","Fintech / Banking / Capital Management",27,1,1,4,532,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,2,6,4,2150,"","General QA","2024-12",3,2,""
"QA/QC/SDET","Construction",12,1,4,5,4800,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Mobile,Gambling",31,1,6,4,2800,"","Manual QA","2024-12",4,2,""
"Software Engineer","Cloud Computing",12,2,5,3,4200,"TypeScript","Full Stack","2024-12",3,1,"Express,React"
"Marketing Manager","Adtech / Advertising",12,3,10,4,5500,"",NA,"2024-12",5,19,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,2,2,1800,"Java","Manual QA","2024-12",3,2,"Selenide/NSelen/Selen"
"QA/QC/SDET","Fintech / Banking / Capital Management",12,1,7,4,3400,"","Manual QA","2024-12",5,2,""
"Software Engineer","Telecom",5,3,2,3,1400,"Salesforce","Full Stack","2024-12",3,1,"LWS"
"QA/QC/SDET","Fintech / Banking / Capital Management",21,7,10,3,2500,"Java","General QA","2024-12",3,2,"Appium,Selenide/NSelen/Selen,TestNG"
"Engineering Manager","Medtech / Healthcare",1,1,9,5,5000,"TypeScript",NA,"2024-12",0,13,NA
"QA/QC/SDET","Media",15,3,5,4,2500,"JavaScript","Manual QA","2024-12",3,2,"Selenium"
"QA/QC/SDET","",16,3,4,3,2200,"","Manual QA","2024-12",3,2,""
"Performance Marketing Manager","Media",27,3,0,3,500,"",NA,"2024-12",1,19,NA
"QA/QC/SDET","Fintech / Banking / Capital Management,Medtech / Healthcare,Real estate",1,1,10,3,4300,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Gambling",1,3,3,3,4500,"TypeScript","Automation QA","2024-12",4,2,"Playwright"
"QA/QC/SDET","Public services / Government",1,3,3,4,2400,"JavaScript","Automation QA","2024-12",4,2,"Playwright,Postman,JSON"
"Game Producer","Gamedev,Gambling",1,3,3,4,3850,"",NA,"2024-12",5,13,NA
"Software Engineer","Adtech / Advertising",12,4,4,4,4500,"Golang","Back-end","2024-12",3,1,"Gin"
"QA/QC/SDET","site development",6,1,2,1,750,"","Manual QA","2024-12",4,2,""
"Software Engineer","Fintech / Banking / Capital Management",1,3,5,3,6000,"Python","Back-end","2024-12",4,1,"Django,FastAPI"
"Software Engineer","Ecommerce",24,3,1,3,500,"Java","Back-end","2024-12",2,1,"Spring"
"QA/QC/SDET","",12,3,2,4,1100,"Python","Automation QA","2024-12",3,2,"Playwright,PyTest"
"QA/QC/SDET","Telecom",15,3,6,3,2800,"TypeScript","Manual QA","2024-12",4,2,"WebdriverIO,.NET,JSON"
"Software Engineer","Medtech / Healthcare,Big Data",6,1,1,1,450,"JavaScript","","2024-12",2,1,""
"QA/QC/SDET","Cloud Computing",1,3,3,2,1500,"autoit","General QA","2024-12",3,2,"Playwright"
"QA/QC/SDET","Ecommerce",7,1,5,4,2100,"Java","Manual QA","2024-12",4,2,"Maven,Selenium,TestNG"
"QA/QC/SDET","Travel",16,3,3,3,1400,"TypeScript","General QA","2024-12",3,2,"Playwright"
"Project Manager","Edtech / Education,Корпоративні системи",1,1,4,3,2100,"",NA,"2024-12",3,11,NA
